,Customer ID,Gender,Age,Married,Number of Dependents,Tenure in Months,Phone Service,Internet Service,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Revenue,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer Status,Churn Category
1745,2542-HYGIQ,Female,58,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,19.95,58.79,No,No,No,No,No,No,No,0,0
1746,2545-EBUPK,Female,70,No,No,2,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,229.85,Yes,No,No,No,No,No,Yes,0,0
1747,2545-LXYVJ,Male,19,Yes,No,72,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.7,3055.94,No,No,No,No,No,No,No,0,0
1748,2546-KZAAT,Male,28,Yes,No,52,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.4,4406.25,No,Yes,Yes,No,No,Yes,Yes,0,0
1749,2550-AEVRU,Female,33,Yes,Yes,57,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,53.45,4022.57,No,Yes,Yes,No,No,No,No,0,0
1750,2550-QHZGP,Male,48,No,No,7,Yes,No,No,No,One Year,No,Credit Card,19.5,342.66,No,No,No,No,No,No,No,0,0
1751,2558-BUOZZ,Male,51,No,No,47,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,94.8,6424.26,Yes,Yes,Yes,No,No,Yes,No,0,0
1752,2560-PPCHE,Female,22,No,No,65,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,8488.2,Yes,No,Yes,No,Yes,Yes,Yes,0,0
1753,2560-QTSBS,Female,26,Yes,Yes,72,Yes,No,No,No,One Year,Yes,Bank Withdrawal,23.3,2929.23,Yes,No,No,No,No,No,No,0,0
1754,2560-WBWXF,Male,45,No,No,68,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,4068.57,Yes,No,No,No,No,No,No,0,0
1755,2565-JSLRY,Male,21,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,24.05,44.31,Yes,No,No,No,No,No,No,1,4
1756,2568-BRGYX,Male,43,No,No,4,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,290.03,No,No,No,No,No,No,No,1,1
1757,2568-OIADY,Female,26,Yes,No,37,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,5104.73,Yes,No,No,Yes,No,Yes,Yes,1,1
1758,2569-WGERO,Female,30,No,No,72,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,21.15,3039.53,No,No,No,No,No,No,No,0,0
1759,2573-GYRUU,Male,65,Yes,No,48,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.05,5579.87,Yes,No,No,Yes,No,No,Yes,0,0
1760,2575-GFSOE,Female,25,Yes,No,7,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,569.55,No,No,No,No,No,No,No,1,3
1761,2576-HXMPA,Female,30,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,19.55,27.78,No,No,No,No,No,No,No,0,0
1762,2577-GVSIL,Male,61,Yes,No,35,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.45,3129.75,Yes,No,No,No,Yes,Yes,Yes,0,0
1763,2578-JQPHZ,Male,30,No,No,44,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1,6532.15,No,No,No,Yes,Yes,Yes,Yes,0,0
1764,2580-ASVVY,Female,23,Yes,No,37,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,45.4,1548.97,No,Yes,No,No,Yes,Yes,No,0,0
1765,2580-ATZSQ,Female,55,Yes,Yes,65,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,61.35,5125.35,No,Yes,Yes,Yes,No,No,No,0,0
1766,2581-VKIRT,Female,57,Yes,No,59,Yes,Yes,No,Yes,One Year,No,Mailed Check,65.5,4656.21,Yes,Yes,Yes,No,Yes,No,No,0,0
1767,2582-FFFZR,Female,34,No,No,22,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,1073.3,No,No,No,Yes,No,Yes,Yes,0,0
1768,2585-KTFRE,Male,61,No,Yes,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,90.55,No,Yes,Yes,No,Yes,No,Yes,0,0
1769,2586-CWXVV,Male,45,Yes,No,54,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,No,No,Yes,No,No,No,No,0,0
1770,2587-EKXTS,Male,48,No,No,44,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.5,6870.95,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
1771,2587-YNLES,Female,52,Yes,Yes,6,Yes,No,No,No,Two Year,No,Credit Card,20.1,250.65,No,No,No,No,No,No,No,0,0
1772,2589-AYCRP,Female,63,No,No,50,Yes,No,No,No,One Year,No,Bank Withdrawal,19.75,2886.55,No,No,No,No,No,No,No,0,0
1773,2592-HODOV,Male,44,No,No,13,Yes,No,No,No,One Year,No,Credit Card,19.3,809.76,No,No,No,No,No,No,No,0,0
1774,2592-SEIFQ,Male,36,No,No,3,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,No,No,No,No,No,No,No,1,1
1775,2592-YKDIF,Female,47,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,20.35,64.44,No,No,No,No,No,No,No,0,0
1776,2595-KIWPV,Male,48,No,Yes,27,Yes,No,No,No,Two Year,No,Credit Card,19.7,1380.86,No,No,No,No,No,No,No,0,0
1777,2599-CIPQE,Male,36,Yes,Yes,71,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,9874.22,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1778,2599-CZABP,Male,57,Yes,No,14,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,44.6,1270.55,No,No,No,No,No,No,No,0,0
1779,2603-HVKCG,Male,20,No,No,31,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3744.43,No,No,Yes,Yes,No,Yes,Yes,0,0
1780,2604-IJPDU,Female,32,Yes,No,20,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,2473.05,No,Yes,Yes,No,Yes,Yes,No,0,0
1781,2604-XVDAM,Female,54,No,No,12,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,619.67,No,No,No,No,No,No,No,0,0
1782,2606-PKWJB,Male,62,No,Yes,40,No,Yes,No,Yes,One Year,No,Credit Card,40.25,1564.05,No,Yes,Yes,No,Yes,No,No,0,0
1783,2606-RMDHZ,Male,47,No,No,6,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,30.5,208.7,No,No,Yes,No,No,No,No,1,1
1784,2607-DHDAK,Male,54,Yes,Yes,72,Yes,No,No,No,Two Year,Yes,Credit Card,19.8,4211.13,No,No,No,No,No,No,No,0,0
1785,2607-FBDFF,Male,32,No,No,1,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,49.0,98.19,No,No,No,No,Yes,No,No,0,0
1786,2608-BHKFN,Female,46,No,No,4,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,70.05,317.22,No,No,No,No,No,No,No,1,1
1787,2609-IAICY,Female,32,No,No,1,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,114.85,Yes,No,No,No,No,No,No,1,2
1788,2612-PHGOX,Male,47,Yes,No,64,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,76.1,5240.56,Yes,No,Yes,Yes,Yes,Yes,No,0,0
1789,2612-RANWT,Female,24,No,No,12,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,1530.78,Yes,No,No,Yes,No,Yes,Yes,1,4
1790,2612-RRIDN,Male,25,No,No,4,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81.0,477.33,No,No,No,No,No,Yes,No,1,2
1791,2615-YVMYX,Male,68,Yes,No,71,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.5,10025.44,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
1792,2616-FLVQC,Male,42,No,No,64,Yes,No,No,No,Two Year,No,Credit Card,19.55,3733.59,No,No,No,No,No,No,No,0,0
1793,2616-UUTFK,Male,54,Yes,No,33,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.75,3078.08,Yes,Yes,Yes,Yes,No,Yes,No,0,0
1794,2619-WFQWU,Female,34,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,70.15,72.39,No,No,No,No,No,No,No,1,1
1795,2621-UDNLU,Female,35,Yes,No,3,Yes,No,No,No,Month-to-Month,No,Credit Card,20.85,107.31,No,No,No,No,No,No,No,0,0
1796,2623-DRYAM,Female,19,Yes,No,70,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,8460.9,Yes,No,No,Yes,No,Yes,Yes,0,0
1797,2625-TRCZQ,Female,21,Yes,No,51,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,2553.35,No,No,Yes,No,No,Yes,Yes,0,0
1798,2626-URJFX,Male,55,Yes,Yes,4,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,259.92,Yes,No,No,No,No,No,No,1,2
1799,2626-VEEWG,Male,48,Yes,Yes,67,Yes,No,No,No,Two Year,Yes,Credit Card,19.4,1651.36,No,No,No,No,No,No,No,0,0
1800,2632-IVXVF,Female,40,Yes,Yes,68,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75,8470.78,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
1801,2632-TACXW,Female,49,Yes,No,62,Yes,No,No,No,Two Year,No,Bank Withdrawal,23.65,1969.17,Yes,No,No,No,No,No,No,0,0
1802,2632-UCGVD,Male,71,Yes,No,66,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.05,10162.0,Yes,No,No,No,Yes,Yes,Yes,1,4
1803,2634-HCZGT,Male,71,Yes,No,53,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,60.05,4478.16,Yes,Yes,No,No,Yes,No,No,1,5
1804,2636-ALXXZ,Female,68,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,115.4,No,No,No,No,No,No,No,1,2
1805,2636-OHFMN,Male,26,Yes,No,4,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.55,201.0,No,No,Yes,No,No,Yes,Yes,1,4
1806,2636-SJDOU,Male,34,No,No,64,Yes,Yes,No,Yes,One Year,Yes,Credit Card,84.3,7226.33,Yes,Yes,Yes,No,No,No,No,0,0
1807,2637-FKFSY,Female,61,Yes,No,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,46.1,138.13,No,No,No,No,No,No,No,0,0
1808,2639-UGMAZ,Male,73,No,No,71,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.45,3985.35,No,Yes,Yes,No,No,Yes,Yes,0,0
1809,2640-LYMOV,Male,59,No,No,2,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.65,58.02,No,No,No,No,No,No,No,0,0
1810,2640-PMGFL,Male,35,No,No,27,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,2847.99,Yes,No,No,No,Yes,No,No,1,4
1811,2642-DTVCO,Male,68,No,No,9,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,886.12,Yes,No,No,No,No,No,Yes,1,3
1812,2642-MAWLJ,Female,26,Yes,Yes,36,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.25,2248.31,No,No,No,No,No,No,No,0,0
1813,2645-QTLMB,Male,22,No,No,7,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,753.35,No,No,Yes,No,No,Yes,Yes,1,2
1814,2649-HWLYB,Male,45,Yes,No,65,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.15,6332.25,Yes,Yes,No,Yes,Yes,No,Yes,0,0
1815,2650-GYRYL,Male,25,Yes,Yes,33,Yes,No,No,No,One Year,Yes,Bank Withdrawal,19.45,793.63,No,No,No,No,No,No,No,0,0
1816,2651-ZCBXV,Male,49,No,No,54,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,6719.69,Yes,Yes,Yes,No,Yes,Yes,Yes,0,0
1817,2654-VBVPB,Female,22,No,No,1,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,31.73,No,No,No,No,No,No,No,0,0
1818,2656-FMOKZ,Female,70,No,Yes,15,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,74.45,1806.75,Yes,No,No,No,No,No,No,1,2
1819,2656-TABEH,Male,57,Yes,No,4,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,533.08,Yes,No,Yes,No,No,Yes,Yes,1,2
1820,2657-ALMWY,Female,65,Yes,No,26,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2644.51,No,No,Yes,No,No,No,Yes,1,4
1821,2657-VPXTA,Female,45,Yes,Yes,10,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,1257.05,No,No,No,No,No,Yes,Yes,0,0
1822,2659-VXMWZ,Male,58,Yes,No,67,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,9441.18,Yes,Yes,Yes,Yes,No,Yes,Yes,1,3
1823,2660-EMUBI,Male,71,No,No,10,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,1312.05,Yes,No,No,No,No,Yes,Yes,1,1
1824,2661-GKBTK,Male,39,Yes,Yes,60,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.95,6175.95,No,No,Yes,No,Yes,Yes,Yes,0,0
1825,2662-NNTDK,Male,50,No,No,65,Yes,No,No,No,One Year,No,Credit Card,24.8,4582.5,Yes,No,No,No,No,No,No,0,0
1826,2664-XJZNO,Male,43,Yes,Yes,72,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,8059.95,No,Yes,No,Yes,Yes,Yes,Yes,0,0
1827,2665-NPTGL,Female,79,Yes,No,26,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2951.69,Yes,No,No,Yes,No,Yes,Yes,0,0
1828,2667-WYLWJ,Female,44,Yes,No,8,Yes,No,No,No,One Year,Yes,Credit Card,19.75,514.04,No,No,No,No,No,No,No,1,4
1829,2668-TZSPS,Male,32,No,No,1,Yes,No,No,No,Month-to-Month,No,Mailed Check,20.45,60.06,No,No,No,No,No,No,No,0,0
1830,2669-OIDSD,Female,58,Yes,No,48,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4845.51,No,No,No,Yes,Yes,Yes,Yes,0,0
1831,2669-QVCRG,Female,32,No,No,41,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3511.68,Yes,Yes,No,No,No,No,No,0,0
1832,2672-DZUOY,Male,46,No,No,1,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,25.15,No,No,No,No,No,No,No,1,1
1833,2672-HUYVI,Female,53,No,No,6,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.1,526.16,No,No,No,No,No,Yes,Yes,1,4
1834,2672-OJQZP,Female,35,No,No,1,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,44.75,85.62,No,No,No,No,No,No,No,0,0
1835,2672-TGEFF,Female,33,Yes,Yes,37,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.8,3380.51,Yes,No,Yes,No,No,Yes,No,0,0
1836,2673-CXQEU,Female,73,No,No,56,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,110.5,8778.78,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
1837,2673-ZALNP,Female,29,No,No,7,Yes,No,No,No,One Year,No,Credit Card,19.9,286.55,No,No,No,No,No,No,No,0,0
1838,2674-MIAHT,Female,26,No,No,4,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,80.3,479.16,Yes,No,Yes,No,No,No,No,0,0
1839,2674-MLXMN,Female,73,No,No,71,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,9387.38,Yes,No,Yes,No,No,Yes,Yes,0,0
1840,2675-DHUTR,Male,80,Yes,No,58,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.9,7585.08,Yes,No,Yes,No,No,Yes,Yes,0,0
1841,2675-IJRGJ,Male,62,No,No,53,Yes,No,No,No,Two Year,No,Bank Withdrawal,19.65,2206.01,No,No,No,No,No,No,No,0,0
1842,2675-OTVVJ,Male,76,Yes,No,31,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.45,4203.93,Yes,Yes,No,No,No,Yes,No,0,0
1843,2676-ISHSF,Male,22,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,20.3,49.49,No,No,No,No,No,No,No,0,0
1844,2676-OXPPQ,Male,22,No,No,6,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,354.61,No,Yes,Yes,No,No,No,No,0,0
1845,2676-SSLTO,Male,49,No,No,49,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,66.15,4069.73,Yes,No,No,No,Yes,Yes,No,0,0
1846,2680-XKKNJ,Female,60,No,No,8,Yes,Yes,No,No,One Year,No,Bank Withdrawal,58.2,639.41,No,Yes,Yes,No,Yes,No,No,0,0
1847,2682-KEVRP,Female,65,No,No,22,Yes,No,No,No,One Year,Yes,Credit Card,20.05,1173.58,No,No,No,No,No,No,No,0,0
1848,2683-BPJSO,Male,37,Yes,No,29,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,3289.83,Yes,Yes,Yes,No,No,No,No,1,2
1849,2683-JXWQQ,Male,24,Yes,Yes,61,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,33.6,2227.2,No,Yes,No,Yes,No,No,No,0,0
1850,2684-EIWEO,Female,69,No,No,30,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,91.7,4134.55,Yes,Yes,Yes,Yes,No,No,No,1,1
1851,2685-SREOM,Female,36,Yes,No,25,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2949.4,Yes,No,No,Yes,No,No,Yes,1,1
1852,2688-BHGOG,Male,73,No,No,9,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,79.55,952.2,No,No,No,No,No,No,Yes,0,0
1853,2690-DVRVK,Male,27,Yes,Yes,5,Yes,No,No,No,One Year,No,Bank Withdrawal,20.55,305.5,No,No,No,No,No,No,No,0,0
1854,2691-NZETQ,Male,28,No,No,9,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1200.86,Yes,No,No,No,No,Yes,No,1,1
1855,2692-AQCPF,Female,32,Yes,No,65,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,9806.0,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
1856,2692-BUCFV,Male,79,No,No,29,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,3199.71,No,No,Yes,Yes,No,Yes,Yes,0,0
1857,2692-PFYTJ,Female,23,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Credit Card,-8.0,40.97,Yes,No,No,No,No,No,No,0,0
1858,2694-CIUMO,Female,47,No,No,12,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,79.55,1221.41,Yes,No,No,No,Yes,No,No,0,0
1859,2696-ECXKC,Female,34,Yes,Yes,55,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,7713.5,Yes,Yes,No,No,No,Yes,Yes,0,0
1860,2696-NARTR,Male,40,No,No,11,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,1420.59,No,No,No,No,Yes,No,No,1,5
1861,2696-RZVZW,Male,19,Yes,No,68,Yes,No,No,No,Two Year,No,Credit Card,25.05,3342.12,Yes,No,No,No,No,No,No,0,0
1862,2697-NQBPF,Male,51,No,No,34,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,4492.65,Yes,No,Yes,No,Yes,Yes,Yes,0,0
1863,2700-LUEVA,Male,49,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,20.75,57.03,No,No,No,No,No,No,No,0,0
1864,2703-AMTUL,Male,40,Yes,Yes,36,Yes,Yes,No,Yes,One Year,No,Credit Card,53.65,2227.35,No,Yes,Yes,No,No,No,No,0,0
1865,2706-QZIHY,Female,35,Yes,No,15,Yes,No,No,No,Two Year,No,Credit Card,25.2,1088.1,Yes,No,No,No,No,No,No,0,0
1866,2709-UQGNP,Male,38,No,No,10,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,51.65,1014.9,No,Yes,No,No,No,No,No,0,0
1867,2710-WYVXG,Female,36,No,No,3,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,71.1,321.73,No,Yes,Yes,No,Yes,No,Yes,0,0
1868,2712-SYWAY,Female,30,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.7,69.54,Yes,No,No,No,No,No,No,0,0
1869,2716-GFZOR,Male,48,Yes,No,43,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3879.74,No,Yes,Yes,Yes,No,No,No,0,0
1870,2717-HVIZY,Female,24,No,Yes,8,Yes,No,No,No,Month-to-Month,No,Credit Card,20.05,288.88,No,No,No,No,No,No,No,0,0
1871,2718-GAXQD,Female,68,Yes,Yes,4,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,350.12,No,No,No,No,No,No,No,1,1
1872,2718-YSKCS,Male,64,Yes,Yes,71,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,2532.68,No,No,No,No,No,No,No,0,0
1873,2719-BDAQO,Male,36,No,No,17,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1702.32,No,Yes,No,No,No,Yes,Yes,1,4
1874,2720-FVBQP,Female,28,Yes,Yes,6,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,48.95,422.23,Yes,No,No,No,No,No,No,0,0
1875,2720-WGKHP,Male,65,No,No,2,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,223.68,Yes,No,No,No,No,Yes,Yes,1,5
1876,2722-JMONI,Female,73,Yes,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,73.79,No,Yes,No,No,No,No,No,1,2
1877,2722-VOJQL,Male,30,No,No,64,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,8453.82,Yes,No,Yes,No,Yes,Yes,Yes,1,5
1878,2724-FJDYW,Male,31,No,Yes,39,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,No,No,No,Yes,Yes,Yes,Yes,0,0
1879,2725-IWWBA,Male,52,Yes,Yes,46,Yes,Yes,No,Yes,One Year,No,Credit Card,56.9,4328.8,No,Yes,No,Yes,Yes,No,No,0,0
1880,2725-KXXWT,Male,26,Yes,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,113.81,No,No,No,No,No,Yes,Yes,1,3
1881,2725-TTRIQ,Female,45,Yes,Yes,72,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,8711.03,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
1882,2729-VNVAP,Female,35,Yes,Yes,33,Yes,No,No,No,Two Year,No,Credit Card,19.8,1054.18,No,No,No,No,No,No,No,0,0
1883,2731-GJRDG,Female,55,No,No,32,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3755.52,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
1884,2732-ISEZX,Female,44,No,No,5,Yes,No,No,No,Month-to-Month,Yes,Credit Card,20.5,227.35,No,No,No,No,No,No,No,0,0
1885,2737-WFVYW,Female,28,No,No,2,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,95.5,No,No,No,No,No,Yes,Yes,1,2
1886,2737-YNGYW,Female,29,No,No,2,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,251.88,No,No,No,No,No,No,Yes,1,3
1887,2739-CACDQ,Female,79,No,No,17,Yes,Yes,No,Yes,One Year,Yes,Credit Card,82.65,1488.07,Yes,No,No,Yes,No,No,No,0,0
1888,2739-CCZMB,Male,39,No,Yes,5,Yes,No,No,No,Month-to-Month,No,Credit Card,20.35,162.05,No,No,No,No,No,No,No,0,0
1889,2740-JFBOK,Male,35,No,No,10,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.0,256.65,Yes,No,No,No,No,No,No,0,0
1890,2740-TVLFN,Male,42,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,90.02,Yes,No,No,No,No,No,No,0,0
1891,2746-DIJLO,Female,40,No,No,41,Yes,Yes,No,Yes,One Year,Yes,Credit Card,56.3,3859.27,Yes,No,Yes,No,No,No,No,0,0
1892,2748-MYRVK,Female,22,No,No,63,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6664.94,Yes,No,Yes,No,No,Yes,Yes,1,4
1893,2749-CTKAJ,Male,37,Yes,No,22,Yes,No,No,No,One Year,No,Credit Card,20.15,1477.22,No,No,No,No,No,No,No,0,0
1894,2750-BJLSB,Female,32,No,No,47,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7,4845.75,No,Yes,No,Yes,Yes,Yes,Yes,0,0
1895,2753-JMMCV,Male,41,No,No,65,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,6250.6,Yes,No,Yes,Yes,Yes,No,Yes,0,0
1896,2754-SDJRD,Female,74,No,No,8,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-8.0,1227.43,Yes,No,No,No,Yes,Yes,Yes,0,0
1897,2754-VDLTR,Male,54,No,No,10,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,1286.7,Yes,No,No,No,No,Yes,Yes,1,1
1898,2754-XBHTB,Female,40,No,No,9,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.65,920.07,No,No,No,No,No,Yes,No,1,1
1899,2758-RNWXS,Male,60,No,No,35,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,4987.65,No,Yes,No,No,Yes,No,Yes,0,0
1900,2761-OCIAX,Male,74,No,No,2,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,178.42,No,No,Yes,No,No,No,No,1,1
1901,2761-XECQW,Male,67,Yes,No,8,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,No,No,Yes,Yes,No,No,Yes,0,0
1902,2770-NSVDG,Male,25,Yes,No,24,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,29.1,688.0,No,No,No,Yes,No,No,No,0,0
1903,2773-MADBQ,Female,46,No,No,36,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,No,Yes,Yes,Yes,Yes,No,Yes,0,0
